"ID","SEX","D.O.B","MONITOR.START.YEAR","MONITOR.START.YR","MONITOR.END.YEAR","MONITOR.END.YR","AGE.START.MONTHS","AGE.CLASS.START","CATEGORY.START","AGE.DEATH.MONTHS","AGE.MONTHS","AGE.CLASS.DEATH","CATEGORY.DEATH","FATE","CENSUS.STATUS","AGE.MET"
15,"FEMALE","01/02/2004","01/02/2004",2004,"01/10/2004",2004,0,"CUB","FEMALE_CUB",8,8,"CUB","FEMALE_CUB","MORTALITY",1,1
16,NA,"01/12/2004","01/12/2004",2004,"01/01/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
17,NA,"02/12/2004","02/12/2004",2004,"01/01/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
18,NA,"01/02/2006","01/02/2006",2006,"01/04/2006",2006,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
19,NA,"01/02/2006","01/02/2006",2006,"01/04/2006",2006,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
20,"MALE","01/02/2007","01/02/2007",2007,"01/02/2008",2008,0,"CUB","MALE_CUB",12,12,"CUB","MALE_CUB","MORTALITY",1,1
21,NA,"01/02/2004","01/02/2004",2004,"01/04/2004",2004,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
22,NA,"01/02/2004","01/02/2004",2004,"01/04/2004",2004,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
23,"FEMALE","01/10/2004","01/10/2004",2004,"01/01/2008",2008,0,"CUB","FEMALE_CUB",39,12,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0
24,"FEMALE","01/10/2004","01/10/2004",2004,"01/01/2015",2015,0,"CUB","FEMALE_CUB",123,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
25,"FEMALE","01/07/2007","01/07/2007",2007,"01/01/2015",2015,0,"CUB","FEMALE_CUB",90,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
26,NA,"01/02/2009","01/02/2009",2009,"01/04/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
27,NA,"01/02/2009","01/02/2009",2009,"01/08/2009",2009,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1
28,NA,"01/02/2009","01/02/2009",2009,"01/08/2009",2009,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1
29,NA,"01/11/2009","01/11/2009",2009,"01/06/2010",2010,0,"CUB","NA_CUB",7,7,"CUB","NA_CUB","MORTALITY",1,1
30,NA,"01/11/2009","01/11/2009",2009,"01/07/2010",2010,0,"CUB","NA_CUB",8,8,"CUB","NA_CUB","MORTALITY",1,1
31,NA,"01/12/2010","01/12/2010",2010,"01/02/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
32,NA,"01/12/2010","01/12/2010",2010,"01/02/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
33,NA,"01/05/2011","01/05/2011",2011,"01/09/2011",2011,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
34,NA,"01/05/2011","01/05/2011",2011,"01/09/2011",2011,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
35,NA,"01/03/2013","01/03/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
36,"FEMALE","01/12/2002","01/12/2002",2002,"01/04/2003",2003,0,"CUB","FEMALE_CUB",4,4,"CUB","FEMALE_CUB","MORTALITY",1,1
37,"MALE","01/12/2002","01/12/2002",2002,"01/09/2003",2003,0,"CUB","MALE_CUB",9,9,"CUB","MALE_CUB","MORTALITY",1,1
38,NA,"01/12/2004","01/12/2004",2004,"01/03/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
39,NA,"01/12/2004","01/12/2004",2004,"01/03/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
40,NA,"01/11/2005","01/11/2005",2005,"01/01/2006",2006,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
41,NA,"01/11/2005","01/11/2005",2005,"01/01/2006",2006,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
42,"MALE","01/10/2006","01/10/2006",2006,"01/01/2015",2015,0,"CUB","MALE_CUB",99,12,"ADULT_84","MALE_ADULT_84","CENSORED",0,0
43,"MALE","01/10/2006","01/10/2006",2006,"01/01/2015",2015,0,"CUB","MALE_CUB",99,12,"ADULT_84","MALE_ADULT_84","CENSORED",0,0
44,"FEMALE","01/07/2009","01/07/2009",2009,"01/10/2009",2009,0,"CUB","FEMALE_CUB",3,3,"CUB","FEMALE_CUB","MORTALITY",1,1
45,"MALE","01/07/2009","01/07/2009",2009,"01/01/2015",2015,0,"CUB","MALE_CUB",66,12,"ADULT_60_72","MALE_ADULT_60_72","CENSORED",0,0
46,"FEMALE","01/03/2012","01/03/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",34,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
47,NA,"01/06/2011","01/06/2011",2011,"01/10/2011",2011,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
48,"MALE","01/06/2011","01/06/2011",2011,"01/02/2012",2012,0,"CUB","MALE_CUB",8,8,"CUB","MALE_CUB","CENSORED",0,1
49,"FEMALE","01/01/2010","01/01/2010",2010,"01/02/2011",2011,0,"CUB","FEMALE_CUB",13,12,"JUVENILE","FEMALE_JUVENILE","MORTALITY",1,0
50,"FEMALE","01/01/2010","01/01/2010",2010,"01/04/2011",2011,0,"CUB","FEMALE_CUB",15,12,"JUVENILE","FEMALE_JUVENILE","MORTALITY",1,0
51,NA,"01/12/2011","01/12/2011",2011,"01/02/2012",2012,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
52,"FEMALE","01/09/2012","01/09/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",28,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
53,NA,"01/02/2014","01/02/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
54,NA,"01/02/2014","01/02/2014",2014,"01/07/2014",2014,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
55,NA,"01/12/2014","01/12/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","CENSORED",0,1
56,NA,"01/12/2014","01/12/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","CENSORED",0,1
57,"MALE","01/02/2010","01/02/2010",2010,"01/07/2010",2010,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1
58,"MALE","01/03/2011","01/03/2011",2011,"01/01/2015",2015,0,"CUB","MALE_CUB",46,12,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0
59,NA,"01/12/2012","01/12/2012",2012,"01/02/2013",2013,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
60,"FEMALE","01/10/2013","01/10/2013",2013,"01/01/2015",2015,0,"CUB","FEMALE_CUB",15,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
61,"MALE","01/10/2013","01/10/2013",2013,"01/01/2015",2015,0,"CUB","MALE_CUB",15,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
62,"FEMALE","01/04/2004","01/04/2004",2004,"01/05/2007",2007,0,"CUB","FEMALE_CUB",37,12,"ADULT_36_48","FEMALE_ADULT_36_48","CENSORED",0,0
63,"FEMALE","01/04/2004","01/04/2004",2004,"01/03/2013",2013,0,"CUB","FEMALE_CUB",107,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
64,NA,"01/06/2006","01/06/2006",2006,"01/07/2006",2006,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
65,NA,"01/06/2006","01/06/2006",2006,"01/07/2006",2006,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
66,NA,"01/01/2007","01/01/2007",2007,"01/02/2007",2007,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
67,NA,"01/01/2007","01/01/2007",2007,"01/02/2007",2007,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
68,"MALE","01/12/2008","01/12/2008",2008,"01/10/2010",2010,0,"CUB","MALE_CUB",22,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
69,NA,"01/08/2010","01/08/2010",2010,"01/11/2010",2010,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
70,"FEMALE","01/07/2011","01/07/2011",2011,"01/11/2011",2011,0,"CUB","FEMALE_CUB",4,4,"CUB","FEMALE_CUB","MORTALITY",1,1
71,"FEMALE","01/07/2011","01/07/2011",2011,"01/09/2014",2014,0,"CUB","FEMALE_CUB",38,12,"ADULT_36_48","FEMALE_ADULT_36_48","CENSORED",0,0
72,NA,"01/06/1997","01/06/1997",1997,"01/08/1997",1997,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
73,NA,"01/06/1997","01/06/1997",1997,"01/08/1997",1997,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
74,NA,"01/05/1998","01/05/1998",1998,"01/07/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
75,NA,"01/05/1998","01/05/1998",1998,"01/07/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
76,"FEMALE","01/11/1999","01/11/1999",1999,"01/01/2015",2015,0,"CUB","FEMALE_CUB",182,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
77,NA,"01/11/2001","01/11/2001",2001,"01/03/2002",2002,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
78,"FEMALE","01/11/2001","01/11/2001",2001,"01/07/2005",2005,0,"CUB","FEMALE_CUB",44,12,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0
79,NA,"01/10/2004","01/10/2004",2004,"01/12/2004",2004,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
80,NA,"01/10/2004","01/10/2004",2004,"01/12/2004",2004,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
81,"MALE","01/06/2005","01/06/2005",2005,"01/01/2015",2015,0,"CUB","MALE_CUB",115,12,"ADULT_84","MALE_ADULT_84","CENSORED",0,0
82,NA,"01/01/2008","01/01/2008",2008,"01/03/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
83,NA,"01/01/2008","01/01/2008",2008,"01/06/2008",2008,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
84,NA,"01/01/2009","01/01/2009",2009,"01/04/2009",2009,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
85,"FEMALE","01/02/2007","01/02/2007",2007,"01/06/2013",2013,0,"CUB","FEMALE_CUB",76,12,"ADULT_72_84","FEMALE_ADULT_72_84","CENSORED",0,0
86,"FEMALE","01/02/2007","01/02/2007",2007,"01/01/2015",2015,0,"CUB","FEMALE_CUB",95,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
87,"MALE","01/11/2008","01/11/2008",2008,"01/01/2015",2015,0,"CUB","MALE_CUB",74,12,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0
88,"MALE","01/11/2008","01/11/2008",2008,"01/01/2015",2015,0,"CUB","MALE_CUB",74,12,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0
89,"FEMALE","01/10/2010","01/10/2010",2010,"01/03/2012",2012,0,"CUB","FEMALE_CUB",17,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
90,"MALE","01/10/2010","01/10/2010",2010,"01/01/2015",2015,0,"CUB","MALE_CUB",51,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
91,"MALE","01/12/2012","01/12/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
92,"MALE","01/12/2012","01/12/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
93,NA,"01/11/2014","01/11/2014",2014,"01/12/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
94,NA,"01/02/2006","01/02/2006",2006,"01/08/2006",2006,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1
95,"MALE","01/02/2006","01/02/2006",2006,"01/01/2015",2015,0,"CUB","MALE_CUB",107,12,"ADULT_84","MALE_ADULT_84","CENSORED",0,0
96,"MALE","01/02/2008","01/02/2008",2008,"01/08/2008",2008,0,"CUB","MALE_CUB",6,6,"CUB","MALE_CUB","MORTALITY",1,1
97,"MALE","01/02/2008","01/02/2008",2008,"01/12/2011",2011,0,"CUB","MALE_CUB",46,12,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0
98,"MALE","01/01/2010","01/01/2010",2010,"01/07/2010",2010,0,"CUB","MALE_CUB",6,6,"CUB","MALE_CUB","MORTALITY",1,1
99,"MALE","01/01/2010","01/01/2010",2010,"01/08/2010",2010,0,"CUB","MALE_CUB",7,7,"CUB","MALE_CUB","MORTALITY",1,1
100,"FEMALE","01/01/2010","01/01/2010",2010,"01/01/2015",2015,0,"CUB","FEMALE_CUB",60,12,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0
101,NA,"01/03/2012","01/03/2012",2012,"01/06/2012",2012,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
102,"MALE","01/03/2012","01/03/2012",2012,"01/12/2012",2012,0,"CUB","MALE_CUB",9,9,"CUB","MALE_CUB","MORTALITY",1,1
103,NA,"01/07/2013","01/07/2013",2013,"01/08/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
104,NA,"01/07/2013","01/07/2013",2013,"01/08/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
105,"FEMALE","01/12/2013","01/12/2013",2013,"01/01/2015",2015,0,"CUB","FEMALE_CUB",13,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
106,"MALE","01/12/2013","01/12/2013",2013,"01/01/2015",2015,0,"CUB","MALE_CUB",13,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
107,"MALE","01/02/2009","01/02/2009",2009,"01/01/2011",2011,0,"CUB","MALE_CUB",23,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
108,"MALE","01/02/2011","01/02/2011",2011,"01/11/2011",2011,0,"CUB","MALE_CUB",9,9,"CUB","MALE_CUB","MORTALITY",1,1
109,NA,"01/02/2013","01/02/2013",2013,"01/07/2013",2013,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
110,"MALE","01/02/2014","01/02/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",11,11,"CUB","MALE_CUB","CENSORED",0,1
111,"MALE","01/06/2011","01/06/2011",2011,"01/11/2012",2012,0,"CUB","MALE_CUB",17,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
112,"FEMALE","01/10/2013","01/10/2013",2013,"01/06/2014",2014,0,"CUB","FEMALE_CUB",8,8,"CUB","FEMALE_CUB","CENSORED",0,1
113,NA,"01/08/2008","01/08/2008",2008,"01/02/2010",2010,0,"CUB","NA_CUB",18,12,"JUVENILE","NA_JUVENILE","CENSORED",0,0
114,"FEMALE","01/08/2010","01/08/2010",2010,"01/03/2011",2011,0,"CUB","FEMALE_CUB",7,7,"CUB","FEMALE_CUB","MORTALITY",1,1
115,NA,"01/12/2011","01/12/2011",2011,"01/03/2012",2012,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
116,NA,"01/12/2011","01/12/2011",2011,"01/03/2012",2012,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
117,NA,"01/01/2013","01/01/2013",2013,"01/06/2013",2013,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
118,NA,"01/02/2014","01/02/2014",2014,"01/07/2014",2014,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
119,"MALE","01/02/2014","01/02/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",11,11,"CUB","MALE_CUB","CENSORED",0,1
120,NA,"01/08/2007","01/08/2007",2007,"01/09/2007",2007,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
121,NA,"01/08/2007","01/08/2007",2007,"01/09/2007",2007,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
122,NA,"01/05/2008","01/05/2008",2008,"01/07/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
123,NA,"01/05/2008","01/05/2008",2008,"01/07/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
124,NA,"01/01/2009","01/01/2009",2009,"01/04/2009",2009,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
125,NA,"01/01/2009","01/01/2009",2009,"01/04/2009",2009,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
126,"MALE","01/12/2009","01/12/2009",2009,"01/06/2010",2010,0,"CUB","MALE_CUB",6,6,"CUB","MALE_CUB","MORTALITY",1,1
127,"FEMALE","01/12/2009","01/12/2009",2009,"01/07/2010",2010,0,"CUB","FEMALE_CUB",7,7,"CUB","FEMALE_CUB","MORTALITY",1,1
128,NA,"01/03/1997","01/03/1997",1997,"01/04/1997",1997,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
129,NA,"01/03/1997","01/03/1997",1997,"01/04/1997",1997,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
130,NA,"01/01/1998","01/01/1998",1998,"01/03/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
131,NA,"01/01/1998","01/01/1998",1998,"01/03/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
132,NA,"01/12/1998","01/12/1998",1998,"01/03/1999",1999,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
133,NA,"01/12/1998","01/12/1998",1998,"01/03/1999",1999,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
134,"MALE","01/11/1999","01/11/1999",1999,"01/12/2001",2001,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
135,"MALE","01/11/1999","01/11/1999",1999,"01/12/2001",2001,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
136,"FEMALE","01/12/2001","01/12/2001",2001,"01/12/2003",2003,0,"CUB","FEMALE_CUB",24,12,"JUVENILE","FEMALE_JUVENILE","MORTALITY",1,0
137,"FEMALE","01/12/2001","01/12/2001",2001,"01/03/2012",2012,0,"CUB","FEMALE_CUB",123,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
138,"FEMALE","01/12/2001","01/12/2001",2001,"01/06/2013",2013,0,"CUB","FEMALE_CUB",138,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
139,"MALE","01/01/2004","01/01/2004",2004,"01/03/2006",2006,0,"CUB","MALE_CUB",26,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
140,NA,"01/12/2005","01/12/2005",2005,"01/01/2006",2006,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
141,NA,"01/12/2005","01/12/2005",2005,"01/01/2006",2006,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
142,"FEMALE","01/05/2006","01/05/2006",2006,"01/01/2015",2015,0,"CUB","FEMALE_CUB",104,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
143,NA,"01/04/2008","01/04/2008",2008,"01/08/2008",2008,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
144,NA,"01/04/2008","01/04/2008",2008,"01/10/2008",2008,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1
145,NA,"01/04/2008","01/04/2008",2008,"01/10/2008",2008,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1
146,NA,"01/02/2009","01/02/2009",2009,"01/03/2009",2009,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
147,NA,"01/02/2009","01/02/2009",2009,"01/03/2009",2009,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
148,NA,"01/11/2006","01/11/2006",2006,"01/01/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
149,"FEMALE","01/11/2006","01/11/2006",2006,"01/04/2014",2014,0,"CUB","FEMALE_CUB",89,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
150,"FEMALE","01/04/2009","01/04/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",69,12,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0
151,NA,"01/08/2012","01/08/2012",2012,"01/09/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
152,NA,"01/08/2012","01/08/2012",2012,"01/09/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
153,"FEMALE","01/08/2012","01/08/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",29,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
154,"FEMALE","01/06/2013","01/06/2013",2013,"01/01/2015",2015,0,"CUB","FEMALE_CUB",19,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
155,NA,"01/03/2014","01/03/2014",2014,"01/05/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
156,NA,"01/03/2014","01/03/2014",2014,"01/05/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
157,NA,"01/03/2014","01/03/2014",2014,"01/05/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
158,NA,"01/12/2005","01/12/2005",2005,"01/04/2006",2006,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
159,"FEMALE","01/12/2005","01/12/2005",2005,"01/01/2008",2008,0,"CUB","FEMALE_CUB",25,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
160,"MALE","01/08/2008","01/08/2008",2008,"01/08/2012",2012,0,"CUB","MALE_CUB",48,12,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0
161,"MALE","01/11/2011","01/11/2011",2011,"01/10/2012",2012,0,"CUB","MALE_CUB",11,11,"CUB","MALE_CUB","MORTALITY",1,1
162,"FEMALE","01/11/2011","01/11/2011",2011,"01/09/2013",2013,0,"CUB","FEMALE_CUB",22,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
163,"MALE","01/03/2010","01/03/2010",2010,"01/12/2011",2011,0,"CUB","MALE_CUB",21,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
164,"MALE","01/03/2010","01/03/2010",2010,"01/12/2011",2011,0,"CUB","MALE_CUB",21,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
165,"FEMALE","01/08/2012","01/08/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",29,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
166,NA,"01/05/2010","01/05/2010",2010,"01/07/2010",2010,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
167,"MALE","01/05/2011","01/05/2011",2011,"01/10/2011",2011,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1
168,NA,"01/02/2012","01/02/2012",2012,"01/09/2012",2012,0,"CUB","NA_CUB",7,7,"CUB","NA_CUB","MORTALITY",1,1
169,"MALE","01/02/2012","01/02/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",35,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
170,"FEMALE","01/01/2014","01/01/2014",2014,"01/01/2015",2015,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","CENSORED",0,1
171,"MALE","01/01/2014","01/01/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",12,12,"CUB","MALE_CUB","CENSORED",0,1
