"ID","SEX","D.O.B","MONITOR.START.YEAR","MONITOR.START.YR","MONITOR.END.YEAR","MONITOR.END.YR","AGE.START.MONTHS","AGE.CLASS.START","CATEGORY.START","AGE.DEATH.MONTHS","AGE.MONTHS","AGE.CLASS.DEATH","CATEGORY.DEATH","FATE","CENSUS.STATUS","AGE.MET"
159,"FEMALE","01/12/2005","01/12/2005",2005,"01/01/2008",2008,0,"CUB","FEMALE_CUB",25,25,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,1
160,"MALE","01/08/2008","01/08/2008",2008,"01/08/2012",2012,0,"CUB","MALE_CUB",48,36,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0
165,"FEMALE","01/08/2012","01/08/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",29,29,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,1
169,"MALE","01/02/2012","01/02/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",35,35,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
172,"FEMALE","01/09/1979","01/09/1979",1979,"01/11/1982",1982,0,"CUB","FEMALE_CUB",38,36,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0
173,"FEMALE","01/09/1979","01/09/1979",1979,"01/06/1984",1984,0,"CUB","FEMALE_CUB",57,36,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0
175,"FEMALE","01/08/1981","01/08/1981",1981,"01/06/1988",1988,0,"CUB","FEMALE_CUB",82,36,"ADULT_72_84","FEMALE_ADULT_72_84","MORTALITY",1,0
180,"FEMALE","01/04/1984","01/04/1984",1984,"01/11/2000",2000,0,"CUB","FEMALE_CUB",199,36,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
182,"FEMALE","01/10/1985","01/10/1985",1985,"01/04/1991",1991,0,"CUB","FEMALE_CUB",66,36,"ADULT_60_72","FEMALE_ADULT_60_72","MORTALITY",1,0
185,"MALE","01/06/1987","01/06/1987",1987,"01/06/1990",1990,0,"CUB","MALE_CUB",36,36,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
187,"FEMALE","01/08/1988","01/08/1988",1988,"01/06/1993",1993,0,"CUB","FEMALE_CUB",58,36,"ADULT_48_60","FEMALE_ADULT_48_60","MORTALITY",1,0
192,"FEMALE","01/04/2002","01/04/2002",2002,"01/12/2004",2004,0,"CUB","FEMALE_CUB",32,32,"SUBADULT","FEMALE_SUBADULT","MORTALITY",1,1
198,"MALE","01/04/2006","01/04/2006",2006,"01/02/2013",2013,0,"CUB","MALE_CUB",82,36,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0
199,"MALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","MALE_CUB",76,36,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0
200,"MALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","MALE_CUB",76,36,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0
209,"FEMALE","01/12/1997","01/12/1997",1997,"01/07/2013",2013,0,"CUB","FEMALE_CUB",187,36,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
211,"FEMALE","01/10/1999","01/10/1999",1999,"01/06/2002",2002,0,"CUB","FEMALE_CUB",32,32,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,1
212,"FEMALE","01/10/1999","01/10/1999",1999,"01/05/2013",2013,0,"CUB","FEMALE_CUB",163,36,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
215,"FEMALE","01/11/2001","01/11/2001",2001,"01/01/2015",2015,0,"CUB","FEMALE_CUB",158,36,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
222,"MALE","01/11/2005","01/11/2005",2005,"01/11/2008",2008,0,"CUB","MALE_CUB",36,36,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
224,"FEMALE","01/10/2007","01/10/2007",2007,"01/01/2015",2015,0,"CUB","FEMALE_CUB",87,36,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
225,"FEMALE","01/11/1998","01/11/1998",1998,"01/03/2002",2002,0,"CUB","FEMALE_CUB",40,36,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0
226,"FEMALE","01/11/1998","01/11/1998",1998,"01/01/2015",2015,0,"CUB","FEMALE_CUB",194,36,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
247,"FEMALE","01/04/2008","01/04/2008",2008,"01/10/2010",2010,0,"CUB","FEMALE_CUB",30,30,"SUBADULT","FEMALE_SUBADULT","MORTALITY",1,1
248,"MALE","01/07/2009","01/07/2009",2009,"01/02/2012",2012,0,"CUB","MALE_CUB",31,31,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
249,"FEMALE","01/07/2009","01/07/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",66,36,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0
250,"MALE","01/07/2009","01/07/2009",2009,"01/01/2015",2015,0,"CUB","MALE_CUB",66,36,"ADULT_60_72","MALE_ADULT_60_72","CENSORED",0,0
266,"MALE","01/03/2006","01/03/2006",2006,"01/11/2008",2008,0,"CUB","MALE_CUB",32,32,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
268,"MALE","01/12/2007","01/12/2007",2007,"01/02/2012",2012,0,"CUB","MALE_CUB",50,36,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
276,"MALE","01/02/2012","01/02/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",35,35,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
277,"FEMALE","01/05/2006","01/05/2006",2006,"01/03/2012",2012,0,"CUB","FEMALE_CUB",70,36,"ADULT_60_72","FEMALE_ADULT_60_72","MORTALITY",1,0
280,"MALE","01/04/2011","01/04/2011",2011,"01/10/2013",2013,0,"CUB","MALE_CUB",30,30,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
281,"FEMALE","01/12/2012","01/12/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",25,25,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,1
290,"MALE","01/01/2001","01/01/2001",2001,"01/11/2003",2003,0,"CUB","MALE_CUB",34,34,"SUBADULT","MALE_SUBADULT","MORTALITY",1,1
291,"MALE","01/01/2001","01/01/2001",2001,"01/11/2003",2003,0,"CUB","MALE_CUB",34,34,"SUBADULT","MALE_SUBADULT","MORTALITY",1,1
293,"FEMALE","01/03/2004","01/03/2004",2004,"01/01/2015",2015,0,"CUB","FEMALE_CUB",130,36,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
295,"MALE","01/12/2005","01/12/2005",2005,"01/01/2010",2010,0,"CUB","MALE_CUB",49,36,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
301,"FEMALE","01/04/2009","01/04/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",69,36,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0
313,"FEMALE","01/01/2003","01/01/2003",2003,"01/06/2011",2011,0,"CUB","FEMALE_CUB",101,36,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
317,"FEMALE","01/04/2005","01/04/2005",2005,"01/01/2015",2015,0,"CUB","FEMALE_CUB",117,36,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
320,"FEMALE","01/12/2012","01/12/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",25,25,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,1
338,"FEMALE","01/12/2003","01/12/2003",2003,"01/07/2010",2010,0,"CUB","FEMALE_CUB",79,36,"ADULT_72_84","FEMALE_ADULT_72_84","MORTALITY",1,0
339,"MALE","01/12/2003","01/12/2003",2003,"01/12/2010",2010,0,"CUB","MALE_CUB",84,36,"ADULT_72_84","MALE_ADULT_72_84","MORTALITY",1,0
341,"FEMALE","01/09/2005","01/09/2005",2005,"01/11/2007",2007,0,"CUB","FEMALE_CUB",26,26,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,1
342,"FEMALE","01/09/2005","01/09/2005",2005,"01/01/2015",2015,0,"CUB","FEMALE_CUB",112,36,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
346,"FEMALE","01/12/2008","01/12/2008",2008,"01/08/2011",2011,0,"CUB","FEMALE_CUB",32,32,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,1
347,"MALE","01/01/2011","01/01/2011",2011,"01/01/2014",2014,0,"CUB","MALE_CUB",36,36,"SUBADULT","MALE_SUBADULT","MORTALITY",1,1
353,"FEMALE","01/11/1998","01/11/1998",1998,"01/10/2012",2012,0,"CUB","FEMALE_CUB",167,36,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
354,"MALE","01/12/2000","01/12/2000",2000,"01/01/2015",2015,0,"CUB","MALE_CUB",169,36,"ADULT_84","MALE_ADULT_84","CENSORED",0,0
363,"MALE","01/10/2008","01/10/2008",2008,"01/11/2010",2010,0,"CUB","MALE_CUB",25,25,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
365,"MALE","01/12/2010","01/12/2010",2010,"01/04/2014",2014,0,"CUB","MALE_CUB",40,36,"ADULT_36_48","MALE_ADULT_36_48","MORTALITY",1,0
367,"MALE","01/09/2012","01/09/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",28,28,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
387,"MALE","01/11/2002","01/11/2002",2002,"01/02/2005",2005,0,"CUB","MALE_CUB",27,27,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
395,"FEMALE","01/06/2011","01/06/2011",2011,"01/01/2015",2015,0,"CUB","FEMALE_CUB",43,36,"ADULT_36_48","FEMALE_ADULT_36_48","CENSORED",0,0
396,"MALE","01/06/2011","01/06/2011",2011,"01/01/2015",2015,0,"CUB","MALE_CUB",43,36,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0
407,"FEMALE","01/06/2003","01/06/2003",2003,"01/06/2007",2007,0,"CUB","FEMALE_CUB",48,36,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0
412,"MALE","01/03/2006","01/03/2006",2006,"01/07/2009",2009,0,"CUB","MALE_CUB",40,36,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0
413,"FEMALE","01/03/2006","01/03/2006",2006,"01/01/2015",2015,0,"CUB","FEMALE_CUB",106,36,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
414,"FEMALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","FEMALE_CUB",76,36,"ADULT_72_84","FEMALE_ADULT_72_84","CENSORED",0,0
419,"MALE","01/06/2012","01/06/2012",2012,"01/09/2014",2014,0,"CUB","MALE_CUB",27,27,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
420,"MALE","01/07/1997","01/07/1997",1997,"01/01/2000",2000,0,"CUB","MALE_CUB",30,30,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
421,"MALE","01/10/2000","01/10/2000",2000,"01/12/2002",2002,0,"CUB","MALE_CUB",26,26,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
422,"FEMALE","01/10/2000","01/10/2000",2000,"01/01/2015",2015,0,"CUB","FEMALE_CUB",171,36,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
424,"MALE","01/04/2003","01/04/2003",2003,"01/12/2011",2011,0,"CUB","MALE_CUB",104,36,"ADULT_84","MALE_ADULT_84","CENSORED",0,0
427,"MALE","01/12/2008","01/12/2008",2008,"01/05/2011",2011,0,"CUB","MALE_CUB",29,29,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
438,"FEMALE","01/01/2009","01/01/2009",2009,"01/12/2013",2013,0,"CUB","FEMALE_CUB",59,36,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0
439,"FEMALE","01/01/2009","01/01/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",72,36,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0
440,"MALE","01/06/2010","01/06/2010",2010,"01/01/2015",2015,0,"CUB","MALE_CUB",55,36,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
441,"FEMALE","01/02/2012","01/02/2012",2012,"01/04/2014",2014,0,"CUB","FEMALE_CUB",26,26,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,1
442,"MALE","01/02/2012","01/02/2012",2012,"01/07/2014",2014,0,"CUB","MALE_CUB",29,29,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
460,"MALE","01/07/1986","01/07/1986",1986,"01/06/1998",1998,0,"CUB","MALE_CUB",143,36,"ADULT_84","MALE_ADULT_84","MORTALITY",1,0
462,"MALE","01/11/2001","01/11/2001",2001,"01/12/2003",2003,0,"CUB","MALE_CUB",25,25,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
463,"MALE","01/11/2001","01/11/2001",2001,"01/12/2003",2003,0,"CUB","MALE_CUB",25,25,"SUBADULT","MALE_SUBADULT","CENSORED",0,1
469,"FEMALE","01/11/2006","01/11/2006",2006,"01/07/2011",2011,0,"CUB","FEMALE_CUB",56,36,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0
475,"MALE","01/01/2010","01/01/2010",2010,"01/01/2015",2015,0,"CUB","MALE_CUB",60,36,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
